ENV/APP/JOB;MACHINE;USER;BEGIN;END;ELAPSE;STATUS
MIDDLE_OFFICE/MOF_AIDA_ENGTEMP/ENG_LOC_TEMP;smapx251;vp_mof;23-06-2010 03:00:01;23-06-2010 04:05:45;1:05:44;TERMINE
MIDDLE_OFFICE/MOF_AIDA_ENGTEMP/ENG_TEMP;smapx251;vp_mof;23-06-2010 04:05:46;23-06-2010 05:48:59;1:43:13;TERMINE
