Jobname;RC;Start time;End time;Machine;Status;O;Duration;Run/Ntry;Insert;Modif;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:00:00;2017/05/14 06:00:03; ;SUCCESS; ;3;415592/1;19-AUG-15;08-MAR-17;
IHRAX01-Q0BOX-HRA_LANCEAPPLI;0;2017/05/14 06:00:00;2017/05/14 06:00:04; ;SUCCESS; ;4;415591/1;15-APR-16;15-APR-16;
IHRAX01-Q1BOX-HRA_LANCE-APPLI;0;2017/05/14 06:00:02;2017/05/14 06:00:03;parva4016550;SUCCESS; ;1;415591/1;15-APR-16;15-APR-16;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:00:03;2017/05/14 06:00:03;s00vl9957605;SUCCESS; ;0;415592/1;19-AUG-15; ;
IDCI00P01-Q1EXT01-BNPICALE-JCHQ_0001;0;2017/05/14 06:00:04;2017/05/14 06:00:04;s00vl9941381;SUCCESS; ;0;415441/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1EXT01-BNPICALE-JPRL_0002;0;2017/05/14 06:00:04;2017/05/14 06:00:04;s00vl9941381;SUCCESS; ;0;415441/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1EXT01-BNPICALE-JVIRU_0002;0;2017/05/14 06:00:04;2017/05/14 06:00:04;s00vl9941381;SUCCESS; ;0;415441/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1CHK01-MAILMARO-CNTBEN_0001;0;2017/05/14 06:00:05;2017/05/14 06:00:05;s00vl9941381;SUCCESS; ;0;415414/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1EXT01-BNPICALE-JASC_0001;0;2017/05/14 06:00:05;2017/05/14 06:00:05;s00vl9941381;SUCCESS; ;0;415441/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1EXT01-BNPICALE-JEXPBEN_0001;0;2017/05/14 06:00:05;2017/05/14 06:00:05;s00vl9941381;SUCCESS; ;0;415441/1;18-OCT-16;18-OCT-16;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:02:00;2017/05/14 06:02:03; ;SUCCESS; ;3;415593/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:02:02;2017/05/14 06:02:02;s00vl9957622;SUCCESS; ;0;415593/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:05:00;2017/05/14 06:05:03; ;SUCCESS; ;3;415594/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:05:02;2017/05/14 06:05:02;s00vl9957605;SUCCESS; ;0;415594/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:07:00;2017/05/14 06:07:02; ;SUCCESS; ;2;415595/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:07:02;2017/05/14 06:07:02;s00vl9957622;SUCCESS; ;0;415595/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:10:00;2017/05/14 06:10:03; ;SUCCESS; ;3;415596/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:10:03;2017/05/14 06:10:03;s00vl9957605;SUCCESS; ;0;415596/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:12:00;2017/05/14 06:12:02; ;SUCCESS; ;2;415597/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:12:02;2017/05/14 06:12:02;s00vl9957622;SUCCESS; ;0;415597/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:15:00;2017/05/14 06:15:02; ;SUCCESS; ;2;415598/1;19-AUG-15;08-MAR-17;
IDCI00P01-Q1EXT01-BNPICALE-JVIR_0001;0;2017/05/14 06:15:01;2017/05/14 06:15:01;s00vl9941381;SUCCESS; ;0;415441/1;18-OCT-16;18-OCT-16;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:15:02;2017/05/14 06:15:02;s00vl9957605;SUCCESS; ;0;415598/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:17:00;2017/05/14 06:17:02; ;SUCCESS; ;2;415599/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:17:02;2017/05/14 06:17:02;s00vl9957622;SUCCESS; ;0;415599/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:20:00;2017/05/14 06:20:02; ;SUCCESS; ;2;415600/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:20:02;2017/05/14 06:20:02;s00vl9957605;SUCCESS; ;0;415600/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:22:00;2017/05/14 06:22:02; ;SUCCESS; ;2;415601/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:22:02;2017/05/14 06:22:02;s00vl9957622;SUCCESS; ;0;415601/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:25:00;2017/05/14 06:25:02; ;SUCCESS; ;2;415602/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:25:02;2017/05/14 06:25:02;s00vl9957605;SUCCESS; ;0;415602/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:27:00;2017/05/14 06:27:02; ;SUCCESS; ;2;415603/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:27:02;2017/05/14 06:27:02;s00vl9957622;SUCCESS; ;0;415603/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:30:00;2017/05/14 06:30:02; ;SUCCESS; ;2;415604/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:30:02;2017/05/14 06:30:02;s00vl9957605;SUCCESS; ;0;415604/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:32:00;2017/05/14 06:32:02; ;SUCCESS; ;2;415605/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:32:02;2017/05/14 06:32:02;s00vl9957622;SUCCESS; ;0;415605/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:35:00;2017/05/14 06:35:02; ;SUCCESS; ;2;415606/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:35:02;2017/05/14 06:35:02;s00vl9957605;SUCCESS; ;0;415606/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:37:00;2017/05/14 06:37:02; ;SUCCESS; ;2;415607/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:37:02;2017/05/14 06:37:02;s00vl9957622;SUCCESS; ;0;415607/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:40:00;2017/05/14 06:40:03; ;SUCCESS; ;3;415608/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:40:02;2017/05/14 06:40:02;s00vl9957605;SUCCESS; ;0;415608/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:42:00;2017/05/14 06:42:02; ;SUCCESS; ;2;415609/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:42:02;2017/05/14 06:42:02;s00vl9957622;SUCCESS; ;0;415609/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:45:00;2017/05/14 06:45:03; ;SUCCESS; ;3;415610/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:45:02;2017/05/14 06:45:02;s00vl9957605;SUCCESS; ;0;415610/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:47:00;2017/05/14 06:47:02; ;SUCCESS; ;2;415611/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:47:02;2017/05/14 06:47:02;s00vl9957622;SUCCESS; ;0;415611/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:50:00;2017/05/14 06:50:02; ;SUCCESS; ;2;415612/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:50:02;2017/05/14 06:50:02;s00vl9957605;SUCCESS; ;0;415612/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:52:00;2017/05/14 06:52:02; ;SUCCESS; ;2;415613/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:52:02;2017/05/14 06:52:02;s00vl9957622;SUCCESS; ;0;415613/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 06:55:00;2017/05/14 06:55:03; ;SUCCESS; ;3;415614/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 06:55:02;2017/05/14 06:55:02;s00vl9957605;SUCCESS; ;0;415614/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 06:57:00;2017/05/14 06:57:02; ;SUCCESS; ;2;415615/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 06:57:02;2017/05/14 06:57:02;s00vl9957622;SUCCESS; ;0;415615/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:00:00;2017/05/14 07:00:03; ;SUCCESS; ;3;415618/1;19-AUG-15;08-MAR-17;
IDCI00P01-Q0BOX-ADMIBURK;0;2017/05/14 07:00:00;2017/05/14 07:00:15; ;SUCCESS; ;15;415619/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q0BOX-ADMIGUIN;0;2017/05/14 07:00:00;2017/05/14 07:00:15; ;SUCCESS; ;15;415617/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q0BOX-ADMIIVOI;0;2017/05/14 07:00:00;2017/05/14 07:00:14; ;SUCCESS; ;14;415616/1;18-OCT-16;18-OCT-16;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:00:03;2017/05/14 07:00:03;s00vl9957605;SUCCESS; ;0;415618/1;19-AUG-15; ;
IDCI00P01-Q1STO01-ADMIBURK-ARRE_0001;0;2017/05/14 07:00:04;2017/05/14 07:00:04;s00vl9941381;SUCCESS; ;0;415619/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1STO01-ADMIGUIN-ARRE_0001;0;2017/05/14 07:00:04;2017/05/14 07:00:04;s00vl9941381;SUCCESS; ;0;415617/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1STO01-ADMIIVOI-ARRE_0001;0;2017/05/14 07:00:04;2017/05/14 07:00:04;s00vl9941381;SUCCESS; ;0;415616/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1SAV01-ADMIBURK-BACKRMAN_0001;0;2017/05/14 07:00:08;2017/05/14 07:00:08;s00vl9941381;SUCCESS; ;0;415619/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1SAV01-ADMIGUIN-BACKRMAN_0001;0;2017/05/14 07:00:08;2017/05/14 07:00:08;s00vl9941381;SUCCESS; ;0;415617/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1SAV01-ADMIGUIN-SAUV_0001;0;2017/05/14 07:00:08;2017/05/14 07:00:08;s00vl9941381;SUCCESS; ;0;415617/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1SAV01-ADMIIVOI-BACKRMAN_0001;0;2017/05/14 07:00:08;2017/05/14 07:00:08;s00vl9941381;SUCCESS; ;0;415616/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1SAV01-ADMIIVOI-SAUV_0001;0;2017/05/14 07:00:08;2017/05/14 07:00:09;s00vl9941381;SUCCESS; ;1;415616/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1ORA01-ADMIIVOI-REOR_0001;0;2017/05/14 07:00:09;2017/05/14 07:00:09;s00vl9941381;SUCCESS; ;0;415616/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1SAV01-ADMIBURK-SAUV_0001;0;2017/05/14 07:00:09;2017/05/14 07:00:09;s00vl9941381;SUCCESS; ;0;415619/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1CFT01-ADMIGUIN-CFTSAUV_0001;0;2017/05/14 07:00:11;2017/05/14 07:00:11;s00vl9941381;SUCCESS; ;0;415617/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1CFT01-ADMIIVOI-CFTSAUV_0001;0;2017/05/14 07:00:11;2017/05/14 07:00:11;s00vl9941381;SUCCESS; ;0;415616/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1ORA01-ADMIBURK-REOR_0001;0;2017/05/14 07:00:11;2017/05/14 07:00:11;s00vl9941381;SUCCESS; ;0;415619/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1CFT01-ADMIBURK-CFTSAUV_0001;0;2017/05/14 07:00:12;2017/05/14 07:00:12;s00vl9941381;SUCCESS; ;0;415619/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1ORA01-ADMIGUIN-REOR_0001;0;2017/05/14 07:00:12;2017/05/14 07:00:12;s00vl9941381;SUCCESS; ;0;415617/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1STA01-ADMIIVOI-DEMA_0001;0;2017/05/14 07:00:12;2017/05/14 07:00:12;s00vl9941381;SUCCESS; ;0;415616/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1STA01-ADMIBURK-DEMA_0001;0;2017/05/14 07:00:13;2017/05/14 07:00:13;s00vl9941381;SUCCESS; ;0;415619/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1TSM01-ADMIIVOI-TSM_0001;0;2017/05/14 07:00:13;2017/05/14 07:00:13;s00vl9941381;SUCCESS; ;0;415616/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1STA01-ADMIGUIN-DEMA_0001;0;2017/05/14 07:00:14;2017/05/14 07:00:14;s00vl9941381;SUCCESS; ;0;415617/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1TSM01-ADMIBURK-TSM_0001;0;2017/05/14 07:00:14;2017/05/14 07:00:14;s00vl9941381;SUCCESS; ;0;415619/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1TSM01-ADMIGUIN-TSM_0001;0;2017/05/14 07:00:14;2017/05/14 07:00:14;s00vl9941381;SUCCESS; ;0;415617/1;18-OCT-16;18-OCT-16;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:02:00;2017/05/14 07:02:02; ;SUCCESS; ;2;415620/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:02:02;2017/05/14 07:02:02;s00vl9957622;SUCCESS; ;0;415620/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:05:00;2017/05/14 07:05:03; ;SUCCESS; ;3;415621/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:05:02;2017/05/14 07:05:02;s00vl9957605;SUCCESS; ;0;415621/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:07:00;2017/05/14 07:07:02; ;SUCCESS; ;2;415622/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:07:02;2017/05/14 07:07:02;s00vl9957622;SUCCESS; ;0;415622/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:10:00;2017/05/14 07:10:03; ;SUCCESS; ;3;415623/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:10:02;2017/05/14 07:10:02;s00vl9957605;SUCCESS; ;0;415623/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:12:00;2017/05/14 07:12:02; ;SUCCESS; ;2;415624/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:12:02;2017/05/14 07:12:02;s00vl9957622;SUCCESS; ;0;415624/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:15:00;2017/05/14 07:15:02; ;SUCCESS; ;2;415625/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:15:02;2017/05/14 07:15:02;s00vl9957605;SUCCESS; ;0;415625/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:17:00;2017/05/14 07:17:02; ;SUCCESS; ;2;415626/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:17:02;2017/05/14 07:17:02;s00vl9957622;SUCCESS; ;0;415626/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:20:00;2017/05/14 07:20:03; ;SUCCESS; ;3;415627/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:20:02;2017/05/14 07:20:02;s00vl9957605;SUCCESS; ;0;415627/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:22:00;2017/05/14 07:22:02; ;SUCCESS; ;2;415628/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:22:02;2017/05/14 07:22:02;s00vl9957622;SUCCESS; ;0;415628/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:25:00;2017/05/14 07:25:02; ;SUCCESS; ;2;415629/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:25:02;2017/05/14 07:25:02;s00vl9957605;SUCCESS; ;0;415629/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:27:00;2017/05/14 07:27:02; ;SUCCESS; ;2;415630/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:27:02;2017/05/14 07:27:02;s00vl9957622;SUCCESS; ;0;415630/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:30:00;2017/05/14 07:30:03; ;SUCCESS; ;3;415631/1;19-AUG-15;08-MAR-17;
IFIAQ01-Q0BOX-EXPL;0;2017/05/14 07:30:00;2017/05/14 07:30:47; ;SUCCESS; ;47;415632/1;15-DEC-16; ;
IFIAQ01-Q1BOX-EXPL-LIST;0;2017/05/14 07:30:01;2017/05/14 07:30:47; ;SUCCESS; ;46;415632/1;15-DEC-16; ;
IPRT00P01-Q1APP01-JI94MARO-JIPR07_0001;0;2017/05/14 07:30:01;2017/05/14 07:30:01;s00vl9941381;SUCCESS; ;0;415352/1;18-OCT-16;18-OCT-16;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:30:02;2017/05/14 07:30:02;s00vl9957605;SUCCESS; ;0;415631/1;19-AUG-15; ;
IFIAQ01-Q2EXT01-EXPL-LIST-MACHINE;0;2017/05/14 07:30:03;2017/05/14 07:30:46;s00vl9941381;SUCCESS; ;43;415632/1;15-DEC-16; ;
IPRT00P01-Q1APP01-JI94MARO-JIPR08_0001;0;2017/05/14 07:30:03;2017/05/14 07:30:04;s00vl9941381;SUCCESS; ;1;415352/1;18-OCT-16;18-OCT-16;
IFIAQ01-Q2EXT01-SAVE-UNIX-s00vl9938656_GETLOG;0;2017/05/14 07:30:09;2017/05/14 07:30:09;s00vl9938656;SUCCESS; ;0;415263/1;15-DEC-16; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:32:00;2017/05/14 07:32:02; ;SUCCESS; ;2;415633/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:32:02;2017/05/14 07:32:02;s00vl9957622;SUCCESS; ;0;415633/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:35:00;2017/05/14 07:35:02; ;SUCCESS; ;2;415634/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:35:02;2017/05/14 07:35:02;s00vl9957605;SUCCESS; ;0;415634/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:37:00;2017/05/14 07:37:02; ;SUCCESS; ;2;415635/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:37:02;2017/05/14 07:37:02;s00vl9957622;SUCCESS; ;0;415635/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:40:00;2017/05/14 07:40:02; ;SUCCESS; ;2;415636/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:40:02;2017/05/14 07:40:02;s00vl9957605;SUCCESS; ;0;415636/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:42:00;2017/05/14 07:42:02; ;SUCCESS; ;2;415637/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:42:02;2017/05/14 07:42:02;s00vl9957622;SUCCESS; ;0;415637/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:45:00;2017/05/14 07:45:03; ;SUCCESS; ;3;415638/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:45:02;2017/05/14 07:45:02;s00vl9957605;SUCCESS; ;0;415638/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:47:00;2017/05/14 07:47:02; ;SUCCESS; ;2;415639/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:47:02;2017/05/14 07:47:02;s00vl9957622;SUCCESS; ;0;415639/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:50:00;2017/05/14 07:50:03; ;SUCCESS; ;3;415640/1;19-AUG-15;08-MAR-17;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:50:02;2017/05/14 07:50:02;s00vl9957605;SUCCESS; ;0;415640/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:52:00;2017/05/14 07:52:02; ;SUCCESS; ;2;415641/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:52:02;2017/05/14 07:52:02;s00vl9957622;SUCCESS; ;0;415641/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 07:55:00;2017/05/14 07:55:03; ;SUCCESS; ;3;415643/1;19-AUG-15;08-MAR-17;
IOPFP01-Q0BOX-ALGE_EXP_JEXPDWHOUSE;0;2017/05/14 07:55:00;2017/05/14 07:56:11; ;SUCCESS; ;71;415642/1;06-OCT-16;13-OCT-16;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 07:55:02;2017/05/14 07:55:02;s00vl9957605;SUCCESS; ;0;415643/1;19-AUG-15; ;
IOPFP01-Q1APP01-ALGE_EXP_JEXPDWHOUSE;0;2017/05/14 07:55:02;2017/05/14 07:56:11;s00va9944736;SUCCESS; ;69;415642/1;06-OCT-16;11-NOV-16;
BWAEP01-C1BOX-JOBVERIF-SHADOW;0;2017/05/14 07:57:00;2017/05/14 07:57:03; ;SUCCESS; ;3;415644/1;19-AUG-15;08-FEB-17;
BWAEP01-Q1CYC01-JOBVERIF-SHADOW;0;2017/05/14 07:57:02;2017/05/14 07:57:02;s00vl9957622;SUCCESS; ;0;415644/1;19-AUG-15; ;
BWAEP01-C1BOX-JOBVERIF-PRIMARY;0;2017/05/14 08:00:00;2017/05/14 08:00:03; ;SUCCESS; ;3;415647/1;19-AUG-15;08-MAR-17;
IFIAQ01-Q0BOX-REPORT;0;2017/05/14 08:00:00;2017/05/14 08:00:05; ;SUCCESS; ;5;415646/1;15-DEC-16; ;
IOPFP01-Q0BOX-ALGE_EXP_JEXPDIG;0;2017/05/14 08:00:00;2017/05/14 08:01:05; ;SUCCESS; ;65;415645/1;06-OCT-16;13-OCT-16;
IFIAQ01-Q1BOX-REPORT-ENVOI_MAIL;0;2017/05/14 08:00:01;2017/05/14 08:00:05; ;SUCCESS; ;4;415646/1;15-DEC-16; ;
BWAEP01-Q1CYC01-JOBVERIF-PRIMARY;0;2017/05/14 08:00:02;2017/05/14 08:00:02;s00vl9957605;SUCCESS; ;0;415647/1;19-AUG-15; ;
IDCI00P01-Q1CHK01-MAILIVOI-CNTREL_0001;0;2017/05/14 08:00:02;2017/05/14 08:00:02;s00vl9941381;SUCCESS; ;0;415440/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1CHK01-MAILMALI-CNTREL_0001;0;2017/05/14 08:00:03;2017/05/14 08:00:03;s00vl9941381;SUCCESS; ;0;415449/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1EXT01-BNPIGABO-JPRL_0001;0;2017/05/14 08:00:03;2017/05/14 08:00:03;s00vl9941381;SUCCESS; ;0;415452/1;18-OCT-16;18-OCT-16;
IDCI00P01-Q1EXT01-BNPIGABO-JVIR_0001;0;2017/05/14 08:00:03;2017/05/14 08:00:03;s00vl9941381;SUCCESS; ;0;415452/1;18-OCT-16;18-OCT-16;
IFIAQ01-Q2SND01-REPORT-ENVOI_MAIL-ENVOI;0;2017/05/14 08:00:03;2017/05/14 08:00:04;s00vl9941381;SUCCESS; ;1;415646/1;15-DEC-16; ;
IOPFP01-Q1APP01-ALGE_EXP_JEXPDIG;0;2017/05/14 08:00:03;2017/05/14 08:01:04;s00va9944736;SUCCESS; ;61;415645/1;06-OCT-16;11-NOV-16;
