Environnement;Application;Jobname;Famille;Machine;Status;Type de Jour;D Debut;H Debut;D Fin;H Fin;Duree;Jobtype;Calendrier;Exec;Date Systeme;Hr. Systeme;Date Passage;Valeur Date;Relances;Queue;User;Periodicite;Cycle;Situation;Message
TEST_MOF;MOF_VERIF_ENGAG;VERIF_ENGAG;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:58;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;application a stop, job non planifie
TEST_STAT;HONO_VERIF_ACK;HONO_VERIF_ACK;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:58;test_stat;27-Janv-2010;0;queue_ksh;exploit;JOUR;NON;NOPL;application a stop, job non planifie
ARCOLE_LOT1;ARC_VV_QRELANCE;SEND_CFT_LCL;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:58;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;cft;JOUR;NON;NOPL;Attente lien obligatoire  vers CP_F_RELANCE_CL actuellement NON PLANIFIE
TEST_ARCOLE_3G;ALIM_ARCOLE_J;FID_E_COM_ARC_J;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:58;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;application a stop, job non planifie
TEST_MOF;MOF_INSER_TB_REF;MOF_TIERS;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:58;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;application a stop, job non planifie
TEST_STAT;HONO_ACK_YES;HONO_ACK_YES;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:58;test_stat;27-Janv-2010;0;queue_ksh;exploit;JOUR;NON;NOPL;application a stop, job non planifie
TEST_AIDA_LOT2;COMM_CONTRATS;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:58;test_aida_snps;27-Janv-2010;0;queue_ksh;vt_aida;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;MOF_INSER_TB_REF;MOF_TB_REF;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:58;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;application a stop, job non planifie
TEST_SFDS;majfcmaf;import_sfds;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:58;test_sfds;27-Janv-2010;0;queue_ksh;tstbatch;JOUR;NON;NOPL;Attente lien conditionnel  vers init_maf_fsia actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QRELANCE;PURGE_RELANCE_CA;;imapora2;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:58;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers ACK_RELANCE_CA actuellement NON PLANIFIE
TEST_STAT;HON_NONENVOI_AGF;GENER_NON_ENVOI;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:58;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;application a stop, job non planifie
TEST_ARCOLE_3G;ALIM_ARCOLE_J;FID_E_FAC_ARC_J;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:58;27-Janv-2010;00:00:58;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:58;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;Attente lien obligatoire  vers FID_E_COM_ARC_J actuellement NON PLANIFIE
AIDA_LOT2;ARC_EDIT_TIERS;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:59;prod_aidasnps;27-Janv-2010;0;queue_ksh;vp_aida;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;ARC_MOF_ARCOLE;MOF_ARCOLE;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;test_mof;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;application a stop, job non planifie
TEST_AIDA_LOT2;ANTIOP_ACTIVITES;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:59;test_aida_snps;27-Janv-2010;0;queue_ksh;vt_aida;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;majfcmaf;incidents_alim;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:59;test_sfds;27-Janv-2010;0;queue_ksh;tstbatch;JOUR;NON;NOPL;Attente lien conditionnel  vers import_sfds actuellement NON PLANIFIE
TEST_STAT;HON_NONENVOI_AGF;PURGE_NON_ENVOI;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers GENER_NON_ENVOI actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QRELANCE;ACK_RELANCE_CL;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;cft;JOUR;NON;NOPL;Attente lien obligatoire  vers SEND_CFT_LCL actuellement NON PLANIFIE
TEST_ARCOLE_3G;ALIM_ARCOLE_J;FID_E_PB_ARC_J;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;Attente lien obligatoire  vers FID_E_FAC_ARC_J actuellement NON PLANIFIE
TEST_MOF;ARC_MOF_ARCOLE;CONTROL_ECRITURE;;imapora2;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;test_mof;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers MOF_ARCOLE actuellement NON PLANIFIE
TEST_STAT;HONO_FID_REC_AGF;ALIM_TABLE_HCJ_R;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;application a stop, job non planifie
TEST_MOF;MOF_INS_BACKOFF;insert_backoff;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;application a stop, job non planifie
TEST_AIDA_LOT2;SIEB_REF_PAYS;;;KMAFPSIB2;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:59;test_aida_snps;27-Janv-2010;0;queue_wnt;vt_aida;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;majconge;maj_conge;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;application a stop, job non planifie
PRODUCTION;SAUVE_TEST;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;EXEC;27-Janv-2010;00:00:59;prod_tstbase;27-Janv-2010;0;queue_ksh;oracle;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;FID_MOF_HONO_ACM;HONORAIRES_ACM;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;application a stop, job non planifie
ARCOLE_LOT1;ARC_VV_QRELANCE;SEND_CFT_GDF;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;cft;JOUR;NON;NOPL;Attente lien facultatif  vers SEND_CFT_LCL actuellement NON PLANIFIE
TEST_ARCOLE_3G;ALIM_ARCOLE_J;FID_E_LG;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;Attente lien obligatoire  vers FID_E_PB_ARC_J actuellement NON PLANIFIE
AIDA_LOT2;ARC_ENGAGEMENTS;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:59;prod_aidasnps;27-Janv-2010;0;queue_ksh;vp_aida;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;HONO_FID_REC_AGF;LST_SANS_REC;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers ALIM_TABLE_HCJ_R actuellement NON PLANIFIE
TEST_MOF;control_save_avm;move_fichier;;KMAFPSIB2;NOPL;FERIE;27-Janv-2010;00:00:59;27-Janv-2010;00:00:59;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:59;test_mof;27-Janv-2010;0;queue_wnt;vtom;JOUR;NON;NOPL;application a stop, job non planifie
TEST_AIDA_LOT2;SIEB_REF_COMMUNE;;;KMAFPSIB2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:01:00;test_aida_snps;27-Janv-2010;0;queue_wnt;vt_aida;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;majconge;trigger_conge;;hmapora2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien facultatif  vers maj_conge actuellement NON PLANIFIE
TEST_ARCOLE_3G;ALIM_ARCOLE_J;FID_E_ENGT_AIDA;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;Attente lien obligatoire  vers FID_E_LG actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QRELANCE;PURGE_RELANCE_CL;;imapora2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;Attente lien facultatif  vers PURGE_RELANCE_CA actuellement NON PLANIFIE
TEST_STAT;HONO_FID_REC_AGF;VALO_SANS_REC;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers LST_SANS_REC actuellement NON PLANIFIE
TEST_MOF;control_save_avm;creat_histo;;hmapora2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;test_mof;27-Janv-2010;0;queue_ksh;vtom;JOUR;NON;NOPL;Attente lien obligatoire  vers move_fichier actuellement NON PLANIFIE
TEST_AIDA_LOT2;SIEB_REF_PAP;;;KMAFPSIB2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:01:00;test_aida_snps;27-Janv-2010;0;queue_wnt;vt_aida;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;ALIM_ARCOLE_J;FID_E_PARC;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;Attente lien obligatoire  vers FID_E_ENGT_AIDA actuellement NON PLANIFIE
TEST_SFDS;majconge;maj_site;;hmapora2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers trigger_conge actuellement NON PLANIFIE
TEST_MOF;control_save_apm;move_fichier;;KMAFPSIB2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;test_mof;27-Janv-2010;0;queue_wnt;vtom;JOUR;NON;NOPL;application a stop, job non planifie
ARCOLE_LOT1;ARC_VV_QRELANCE;ACK_RELANCE_GDF;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;cft;JOUR;NON;NOPL;Attente lien obligatoire  vers SEND_CFT_GDF actuellement NON PLANIFIE
TEST_STAT;HONO_FID_REC_AGF;LST_QUE_REC;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers VALO_SANS_REC actuellement NON PLANIFIE
TEST_ARCOLE_3G;MOF_RETOUR_FACT;RETOUR_FACTURE;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;application a stop, job non planifie
AIDA_LOT2;AIDA_ZOMIG_ENVOI;;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:01:00;prod_aidasnps;27-Janv-2010;0;queue_ksh;vp_aida;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;control_save_apm;creat_histo;;hmapora2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;test_mof;27-Janv-2010;0;queue_ksh;vtom;JOUR;NON;NOPL;Attente lien obligatoire  vers move_fichier actuellement NON PLANIFIE
TEST_AIDA_LOT2;SIEB_REF_PAR;;;KMAFPSIB2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:01:00;test_aida_snps;27-Janv-2010;0;queue_wnt;vt_aida;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
PRODUCTION;REQUETES_MMA;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;prod_statmma;27-Janv-2010;0;queue_ksh;vp_maf;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QRELANCE;PURGE_RELANCE_GD;;imapora2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;Attente lien facultatif  vers PURGE_RELANCE_CL actuellement NON PLANIFIE
TEST_SFDS;majconge;trigger_site;;hmapora2;NOPL;FERIE;27-Janv-2010;00:01:00;27-Janv-2010;00:01:00;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:00;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien facultatif  vers maj_site actuellement NON PLANIFIE
TEST_ARCOLE_3G;MOF_RETOUR_FACT;MOF_MV_FICH;;hmapora2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers RETOUR_FACTURE actuellement NON PLANIFIE
TEST_STAT;HONO_FID_REC_AGF;VALO_QUE_REC;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers LST_QUE_REC actuellement NON PLANIFIE
TEST_MOF;ARC_RELVIRP;RELVIRP_RELA;;imapora2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_mof;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;application a stop, job non planifie
ARCOLE_LOT1;ARC_VV_QSESA_ATT;ALIM_QSESAME;;imapora2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;application a stop, job non planifie
TEST_SFDS;ANT_MAFFOURELVIA;aint_presta;;lmadora1;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;application a stop, job non planifie
TEST_ARCOLE_3G;ARC_RELVIRP;RELVIRP_RELA;;imasora2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;application a stop, job non planifie
TEST_AIDA_LOT2;FICHES_VERTES;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:01:01;test_aida_snps;27-Janv-2010;0;queue_ksh;vt_aida;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;ARC_RELVIRP;RELVIRP_DASS;;imapora2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_mof;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien facultatif  vers RELVIRP_RELA actuellement NON PLANIFIE
TEST_STAT;HONO_FID_REC_AGF;ALIM_TABLE_HISTO;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers VALO_QUE_REC actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QSESA_ATT;PURGE_QSESAME;;imapora2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers ALIM_QSESAME actuellement NON PLANIFIE
TEST_ARCOLE_3G;ARC_RELVIRP;RELVIRP_DASS;;imasora2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien facultatif  vers RELVIRP_RELA actuellement NON PLANIFIE
TEST_MOF;bidouille;bidouille;;lmadora1;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_mof;27-Janv-2010;0;queue_ksh;root;JOUR;NON;NOPL;application a stop, job non planifie
TEST_SFDS;ANT_MAFFOURELVIA;aint_prest_purge;;lmadora1;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers aint_presta actuellement NON PLANIFIE
PRODUCTION;Requetes_MMASA;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;prod_statmma;27-Janv-2010;0;queue_ksh;vp_maf;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;HORAIRE_ARC_GMT;DATE_EXTRACTION;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_arcole_3g;27-Janv-2010;0;queue_ksh;vtom43;JOUR;NON;NOPL;application a stop, job non planifie
TEST_MOF;test;job;;KMAFPSIB2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_mof;27-Janv-2010;0;queue_wnt;vt_mof;JOUR;NON;NOPL;application a stop, job non planifie
TEST_AIDA_LOT2;REF_HONORAIRES;;;KMAFPSIB2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:01:01;test_aida_snps;27-Janv-2010;0;queue_wnt;vt_aida;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QRELEVES;CP_FIC_RELEVE_CA;;imapora2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;EXEC;27-Janv-2010;00:01:01;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;
TEST_STAT;HONO_FID_REC_AGF;COPY_TO_SAMBA;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers ALIM_TABLE_HISTO actuellement NON PLANIFIE
TEST_ARCOLE_3G;CAR_RETOUR_ENCAI;RETOUR_ENCAISS;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_comm;JOUR;NON;NOPL;application a stop, job non planifie
TEST_MOF;test;job_1;;KMAFPSIB2;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_mof;27-Janv-2010;0;queue_wnt;vt_mof;JOUR;NON;NOPL;application a stop, job non planifie
TEST_SFDS;ANT_MAFFOURELVIA;send_elvia;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:01;27-Janv-2010;00:01:01;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:01;test_sfds;27-Janv-2010;0;queue_ksh;cft;JOUR;NON;NOPL;Attente lien obligatoire  vers aint_prest_purge actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QRELEVES;CP_FIC_RELEVE_CL;;imapora2;NOPL;FERIE;27-Janv-2010;00:01:02;27-Janv-2010;00:01:02;00:00:00;PERI;*;EXEC;27-Janv-2010;00:01:02;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;
TEST_ARCOLE_3G;CAR_RETOUR_ENCAI;R_RETOUR_ENCAISS;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:02;27-Janv-2010;00:01:02;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:02;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_comm;JOUR;NON;NOPL;application a stop, job non planifie
TEST_MOF;test;job_2;;KMAFPSIB2;NOPL;FERIE;27-Janv-2010;00:01:02;27-Janv-2010;00:01:02;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:02;test_mof;27-Janv-2010;0;queue_wnt;vt_mof;JOUR;NON;NOPL;application a stop, job non planifie
TEST_SFDS;CC_PRESTATIONS;I_CC_PRESTATIONS;;smapx251;NOPL;FERIE;27-Janv-2010;00:01:02;27-Janv-2010;00:01:02;00:00:00;PERI;*;STOP;27-Janv-2010;00:01:02;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;application a stop, job non planifie
