Environnement;Application;Jobname;Famille;Machine;Status;Type de Jour;D Debut;H Debut;D Fin;H Fin;Duree;Jobtype;Calendrier;Exec;Date Systeme;Hr. Systeme;Date Passage;Valeur Date;Relances;Queue;User;Periodicite;Cycle;Situation;Message
TEST_STAT;TELEPHONIE;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:17;27-Janv-2010;00:00:17;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:17;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;STAT_SOGESSUR;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:18;27-Janv-2010;00:00:18;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:18;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QRELVIR;;;imapora2;NOPL;FERIE;27-Janv-2010;00:00:18;27-Janv-2010;00:00:18;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:18;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;HONO_AIDA_NEXX;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:19;27-Janv-2010;00:00:19;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:19;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;CONTROL_REJETAGF;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:19;27-Janv-2010;00:00:19;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:19;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;HONO_REJ_REC_AGF;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:20;27-Janv-2010;00:00:20;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:20;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;MOF_RETOUR_REG;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:21;27-Janv-2010;00:00:21;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:21;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QDEMEURE;;;imapora2;NOPL;FERIE;27-Janv-2010;00:00:21;27-Janv-2010;00:00:21;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:21;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;majfcmaf;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:21;27-Janv-2010;00:00:21;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:21;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;HONO_GENER_EDI;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:21;27-Janv-2010;00:00:21;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:21;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;HONO_CLOT_MENS;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:22;27-Janv-2010;00:00:22;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:22;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;ALIM_ARCOLE;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:22;27-Janv-2010;00:00:22;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:22;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;UPDATE_ARCOLE;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:23;27-Janv-2010;00:00:23;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:23;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;majconge;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:23;27-Janv-2010;00:00:23;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:23;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;JETON_FID_SAG_KO;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:23;27-Janv-2010;00:00:23;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:23;test_mof;27-Janv-2010;0;queue_ksh;vtom43;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QRELANCE;;;imapora2;NOPL;FERIE;27-Janv-2010;00:00:24;27-Janv-2010;00:00:24;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:24;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;ANT_MAFFOURELVIA;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:24;27-Janv-2010;00:00:24;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:24;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;HONO_ENVOI_EDI;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:24;27-Janv-2010;00:00:24;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:24;test_stat;27-Janv-2010;0;queue_ksh;tstcft;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QSESA_ATT;;;imapora2;NOPL;FERIE;27-Janv-2010;00:00:24;27-Janv-2010;00:00:24;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:24;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;ALIM_CP_ARCOLE;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:24;27-Janv-2010;00:00:24;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:24;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;CC_PRESTATIONS;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:25;27-Janv-2010;00:00:25;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:25;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;ARC_TIERS_C16+;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:25;27-Janv-2010;00:00:25;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:25;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;HONO_VERIF_ACK;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:25;27-Janv-2010;00:00:25;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:25;test_stat;27-Janv-2010;0;queue_ksh;exploit;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;ALIM_CS_ARCOLE;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:25;27-Janv-2010;00:00:25;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:25;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;HONO_ACK_YES;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:25;27-Janv-2010;00:00:25;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:25;test_stat;27-Janv-2010;0;queue_ksh;exploit;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;MAJ_ARCOLE;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:26;27-Janv-2010;00:00:26;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:26;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;MOF_VERIF_ENGAG;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:26;27-Janv-2010;00:00:26;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:26;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;HON_NONENVOI_AGF;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:26;27-Janv-2010;00:00:26;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:26;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;
TEST_SFDS;majfisfds;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:26;27-Janv-2010;00:00:26;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:26;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;CAR_ORDRE_FACTUR;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:26;27-Janv-2010;00:00:26;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:26;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_comm;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;MOF_INSER_TB_REF;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:26;27-Janv-2010;00:00:26;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:26;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QRELEVES;;;imapora2;NOPL;FERIE;27-Janv-2010;00:00:27;27-Janv-2010;00:00:27;00:00:00;PERI;*;EXEC;27-Janv-2010;00:00:27;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;ARC_MOF_ARCOLE;;;imapora2;NOPL;FERIE;27-Janv-2010;00:00:27;27-Janv-2010;00:00:27;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:27;test_mof;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;CAR_ALIM_TIERS;;;imasora2;NOPL;FERIE;27-Janv-2010;00:00:27;27-Janv-2010;00:00:27;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:27;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_comm;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;MOF_INS_BACKOFF;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:27;27-Janv-2010;00:00:27;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:27;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;HONO_FID_REC_AGF;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:28;27-Janv-2010;00:00:28;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:28;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;majfourmaf;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:28;27-Janv-2010;00:00:28;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:28;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;FID_MOF_HONO_ACM;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:28;27-Janv-2010;00:00:28;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:28;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;LAD_DA_TYPEDOC;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:28;27-Janv-2010;00:00:28;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:28;test_stat;27-Janv-2010;0;queue_ksh;vt_stat;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
MIDDLE_OFFICE;FID_MOF_HONO_ACM;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:29;27-Janv-2010;00:00:29;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:29;prod_mof;27-Janv-2010;0;queue_ksh;vp_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;control_save_avm;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:29;27-Janv-2010;00:00:29;00:00:00;;*;STOP;27-Janv-2010;00:00:29;test_mof;27-Janv-2010;0;queue_ksh;vtom;JOUR;OUI;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;majcasfds;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:29;27-Janv-2010;00:00:29;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:29;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;control_save_apm;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:29;27-Janv-2010;00:00:29;00:00:00;;*;STOP;27-Janv-2010;00:00:29;test_mof;27-Janv-2010;0;queue_ksh;vtom;JOUR;OUI;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
MIDDLE_OFFICE;MOF_AIDA_ENG_CLO;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:29;27-Janv-2010;00:00:29;00:00:00;PERI;tous_les_jours;STOP;27-Janv-2010;00:00:29;prod_mof;27-Janv-2010;0;queue_ksh;vp_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_STAT;LADVLM_ALIM_STAT;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:30;27-Janv-2010;00:00:30;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:30;test_stat;27-Janv-2010;0;queue_ksh;svc-btst;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QATTESTAT;;;imapora2;NOPL;FERIE;27-Janv-2010;00:00:30;27-Janv-2010;00:00:30;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:30;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
MIDDLE_OFFICE;FID_MOF_HONO_FIL;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:30;27-Janv-2010;00:00:30;00:00:00;PERI;tous_les_jours;EXEC;27-Janv-2010;00:00:30;prod_mof;27-Janv-2010;0;queue_ksh;vp_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;ARC_RELVIRP;;;imapora2;NOPL;FERIE;27-Janv-2010;00:00:30;27-Janv-2010;00:00:30;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:30;test_mof;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;CAR_FACTURATION;;;imasora2;NOPL;FERIE;27-Janv-2010;00:00:30;27-Janv-2010;00:00:30;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:30;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_comm;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;bidouille;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:30;27-Janv-2010;00:00:30;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:30;test_mof;27-Janv-2010;0;queue_wnt;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;majcomp_MAFSFDS;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:31;27-Janv-2010;00:00:31;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:31;test_sfds;27-Janv-2010;0;queue_ksh;tstbatch;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;CAR_CONTRAT_AIDA;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:31;27-Janv-2010;00:00:31;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:31;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_comm;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
ARCOLE_LOT1;ARC_VV_QARC_WEB;;;imapora2;NOPL;FERIE;27-Janv-2010;00:00:31;27-Janv-2010;00:00:31;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:31;prod_arcole_lot1;27-Janv-2010;0;queue_ksh;vp_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
MIDDLE_OFFICE;R_MOF_AID_ENGTMP;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:31;27-Janv-2010;00:00:31;00:00:00;PERI;tous_les_jours;EXEC;27-Janv-2010;00:00:31;prod_mof;27-Janv-2010;0;queue_ksh;vp_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;test;;;KMAFPSIB2;NOPL;FERIE;27-Janv-2010;00:00:31;27-Janv-2010;00:00:31;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:31;test_mof;27-Janv-2010;0;queue_wnt;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;majcomp_FSIASFDS;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:31;27-Janv-2010;00:00:31;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:31;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;ARC_CHEQUES_CIC;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:32;27-Janv-2010;00:00:32;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:32;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
MIDDLE_OFFICE;MOF_TRS_LAD_FG;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:32;27-Janv-2010;00:00:32;00:00:00;PERI;tous_les_jours;EXEC;27-Janv-2010;00:00:32;prod_mof;27-Janv-2010;0;queue_ksh;vp_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;MOF_RETOUR_REG;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:32;27-Janv-2010;00:00:32;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:32;test_mof;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;AIDA_ARC_DEVISES;;;imasora2;NOPL;FERIE;27-Janv-2010;00:00:32;27-Janv-2010;00:00:32;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:32;test_arcole_3g;27-Janv-2010;0;queue_ksh;svc-btst;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;majcomp_AIDASFDS;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:32;27-Janv-2010;00:00:32;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:32;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;MOF_CTL_EMBARQUE;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:33;27-Janv-2010;00:00:33;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:33;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;PURGECOMPL_SFDS;;;hmapora2;NOPL;FERIE;27-Janv-2010;00:00:33;27-Janv-2010;00:00:33;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:33;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;BASWARE_FG;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:33;27-Janv-2010;00:00:33;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:33;test_mof;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;DSP_TRAIT_QUOT;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:34;27-Janv-2010;00:00:34;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:34;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;ALIM_ARCOLE_J;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:34;27-Janv-2010;00:00:34;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:34;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_fidel;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;ANT_TRS_MOF;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:34;27-Janv-2010;00:00:34;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:34;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;MOF_RETOUR_FACT;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:34;27-Janv-2010;00:00:34;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:34;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;PAI_SAGAI_CADX;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:34;27-Janv-2010;00:00:34;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:34;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;FID_MOF_HONO_A_1;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:35;27-Janv-2010;00:00:35;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:35;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;ARC_RELVIRP;;;imasora2;NOPL;FERIE;27-Janv-2010;00:00:35;27-Janv-2010;00:00:35;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:35;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_ares;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;DSP_TRAIT_MOIS;;;lmadora1;NOPL;FERIE;27-Janv-2010;00:00:35;27-Janv-2010;00:00:35;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:35;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;MOF_TRS_LAD_FG;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:35;27-Janv-2010;00:00:35;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:35;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;HORAIRE_ARC_GMT;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:35;27-Janv-2010;00:00:35;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:35;test_arcole_3g;27-Janv-2010;0;queue_ksh;vtom43;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_SFDS;ANT_SUIVI_ELVIA;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:36;27-Janv-2010;00:00:36;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:36;test_sfds;27-Janv-2010;0;queue_ksh;vt_sfds;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_MOF;FID_DOSS_CIT_SAG;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:36;27-Janv-2010;00:00:36;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:36;test_mof;27-Janv-2010;0;queue_ksh;vt_mof;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
TEST_ARCOLE_3G;CAR_RETOUR_ENCAI;;;smapx251;NOPL;FERIE;27-Janv-2010;00:00:36;27-Janv-2010;00:00:36;00:00:00;PERI;*;STOP;27-Janv-2010;00:00:36;test_arcole_3g;27-Janv-2010;0;queue_ksh;vt_comm;JOUR;NON;NOPL;Attente lien obligatoire  vers exp_inc1 actuellement NON PLANIFIE
