jobset,job,Date job available,Time job available,Date job start,Time job start,Date job end,Time job end,Code job Complete
jfu02Cald,dfsda0,08/02/2017,00:03:46,08/02/2017,00:32:54,08/02/2017,00:33:21,00000000
jfu02Cald,dfsda0,08/03/2017,00:01:57,08/03/2017,00:30:39,08/03/2017,00:31:08,00000000
jfu02Cald,dfsda0,08/03/2017,23:58:47,09/03/2017,00:27:31,09/03/2017,00:27:57,00000000
jfu02Cald,dfsda0,08/04/2017,00:00:33,08/04/2017,00:34:39,08/04/2017,00:35:04,00000000
jfu02Cald,dfsda0,09/02/2017,01:47:06,09/02/2017,02:18:36,09/02/2017,02:19:02,00000000
jfu02Cald,dfsda0,09/02/2017,23:53:55,10/02/2017,00:22:24,10/02/2017,00:22:50,00000000
jfu02Cald,dfsda0,09/03/2017,23:54:58,10/03/2017,00:23:38,10/03/2017,00:24:08,00000000
jfu02Cald,dfsda0,10/05/2017,01:28:57,10/05/2017,01:36:33,10/05/2017,01:36:41,00000000
jfu02Cald,dfsda0,11/01/2017,00:21:29,11/01/2017,00:36:43,11/01/2017,00:37:05,00000000
jfu02Cald,dfsda0,11/02/2017,02:06:21,11/02/2017,02:39:05,11/02/2017,02:39:34,00000000
jfu02Cald,dfsda0,11/03/2017,00:02:50,11/03/2017,00:32:52,11/03/2017,00:33:18,00000000
jfu02Cald,dfsda0,11/04/2017,00:03:23,11/04/2017,00:37:09,11/04/2017,00:37:41,00000000
jfu02Cald,dfsda0,11/05/2017,03:26:08,11/05/2017,03:39:37,11/05/2017,03:39:48,00000000
jfu02Cald,dfsda0,11/05/2017,23:10:59,11/05/2017,23:24:06,11/05/2017,23:24:17,00000000
jfu02Cald,dfsda0,12/01/2017,00:13:09,12/01/2017,00:41:26,12/01/2017,00:41:49,00000000
jfu02Cald,dfsda0,12/01/2017,23:54:07,13/01/2017,00:23:24,13/01/2017,00:23:50,00000000
jfu02Cald,dfsda0,12/04/2017,00:09:30,12/04/2017,00:40:50,12/04/2017,00:41:21,00000000
jfu02Cald,dfsda0,12/04/2017,23:59:38,13/04/2017,00:31:46,13/04/2017,00:32:16,00000000
jfu02Cald,dfsda0,12/05/2017,23:10:40,12/05/2017,23:24:11,12/05/2017,23:24:20,00000000
jfu02Cald,dfsda0,13/01/2017,23:47:38,14/01/2017,00:17:35,14/01/2017,00:18:02,00000000
jfu02Cald,dfsda0,13/02/2017,23:50:05,14/02/2017,00:21:02,14/02/2017,00:21:30,00000000
jfu02Cald,dfsda0,14/03/2017,00:01:23,14/03/2017,00:31:02,14/03/2017,00:31:27,00000000
jfu02Cald,dfsda0,14/03/2017,23:49:21,15/03/2017,00:18:23,15/03/2017,00:18:46,00000000
jfu02Cald,dfsda0,14/04/2017,00:03:35,14/04/2017,00:36:10,14/04/2017,00:36:44,00000000
jfu02Cald,dfsda0,14/04/2017,23:37:12,14/04/2017,23:55:52,14/04/2017,23:56:08,00000000
jfu02Cald,dfsda0,15/02/2017,01:13:05,15/02/2017,01:43:16,15/02/2017,01:43:41,00000000
jfu02Cald,dfsda0,15/02/2017,23:52:30,16/02/2017,00:23:08,16/02/2017,00:23:32,00000000
jfu02Cald,dfsda0,15/03/2017,23:49:45,16/03/2017,00:18:22,16/03/2017,00:18:48,00000000
jfu02Cald,dfsda0,15/05/2017,23:21:35,15/05/2017,23:38:30,15/05/2017,23:38:43,00000000
jfu02Cald,dfsda0,16/01/2017,23:51:53,17/01/2017,00:21:36,17/01/2017,00:22:02,00000000
jfu02Cald,dfsda0,16/02/2017,23:48:28,17/02/2017,00:18:36,17/02/2017,00:19:03,00000000
jfu02Cald,dfsda0,16/05/2017,23:26:29,16/05/2017,23:44:08,16/05/2017,23:44:19,00000000
jfu02Cald,dfsda0,17/03/2017,00:59:46,17/03/2017,01:28:18,17/03/2017,01:28:43,00000000
jfu02Cald,dfsda0,17/03/2017,23:46:43,18/03/2017,00:16:51,18/03/2017,00:17:19,00000000
jfu02Cald,dfsda0,17/05/2017,23:24:28,17/05/2017,23:40:44,17/05/2017,23:40:57,00000000
jfu02Cald,dfsda0,18/01/2017,00:23:18,18/01/2017,00:53:20,18/01/2017,00:53:43,00000000
jfu02Cald,dfsda0,18/01/2017,23:47:04,19/01/2017,00:16:00,19/01/2017,00:16:25,00000000
jfu02Cald,dfsda0,18/02/2017,04:53:23,18/02/2017,05:25:31,18/02/2017,05:25:58,00000000
jfu02Cald,dfsda0,18/05/2017,23:22:51,18/05/2017,23:40:09,18/05/2017,23:40:21,00000000
jfu02Cald,dfsda0,19/01/2017,23:44:47,20/01/2017,00:13:52,20/01/2017,00:14:21,00000000
jfu02Cald,dfsda0,19/04/2017,00:46:11,19/04/2017,01:04:17,19/04/2017,01:04:35,00000000
jfu02Cald,dfsda0,20/01/2017,23:46:01,21/01/2017,00:15:12,21/01/2017,00:15:39,00000000
jfu02Cald,dfsda0,20/02/2017,23:55:01,21/02/2017,00:25:30,21/02/2017,00:25:55,00000000
jfu02Cald,dfsda0,20/04/2017,01:49:28,20/04/2017,02:06:56,20/04/2017,02:07:12,00000000
jfu02Cald,dfsda0,20/04/2017,23:33:02,20/04/2017,23:49:48,20/04/2017,23:50:03,00000000
jfu02Cald,dfsda0,21/03/2017,00:03:05,21/03/2017,00:34:30,21/03/2017,00:34:56,00000000
jfu02Cald,dfsda0,21/03/2017,23:54:19,22/03/2017,00:21:51,22/03/2017,00:22:16,00000000
jfu02Cald,dfsda0,21/04/2017,23:27:39,21/04/2017,23:46:04,21/04/2017,23:46:18,00000000
jfu02Cald,dfsda0,22/02/2017,00:08:03,22/02/2017,00:35:20,22/02/2017,00:35:46,00000000
jfu02Cald,dfsda0,22/03/2017,23:56:47,23/03/2017,00:24:27,23/03/2017,00:24:51,00000000
jfu02Cald,dfsda0,23/01/2017,23:45:02,24/01/2017,00:13:19,24/01/2017,00:13:46,00000000
jfu02Cald,dfsda0,23/02/2017,02:43:36,23/02/2017,03:14:02,23/02/2017,03:14:30,00000000
jfu02Cald,dfsda0,23/02/2017,23:57:10,24/02/2017,00:25:09,24/02/2017,00:25:35,00000000
jfu02Cald,dfsda0,23/03/2017,23:54:48,24/03/2017,00:23:30,24/03/2017,00:23:56,00000000
jfu02Cald,dfsda0,24/02/2017,23:55:04,25/02/2017,00:25:07,25/02/2017,00:25:35,00000000
jfu02Cald,dfsda0,25/01/2017,00:12:32,25/01/2017,00:42:13,25/01/2017,00:42:37,00000000
jfu02Cald,dfsda0,25/01/2017,23:44:59,26/01/2017,00:13:29,26/01/2017,00:13:55,00000000
jfu02Cald,dfsda0,25/03/2017,00:03:05,25/03/2017,00:32:43,25/03/2017,00:33:08,00000000
jfu02Cald,dfsda0,25/04/2017,02:13:41,25/04/2017,02:31:43,25/04/2017,02:31:58,00000000
jfu02Cald,dfsda0,25/04/2017,23:31:01,25/04/2017,23:49:20,25/04/2017,23:49:35,00000000
jfu02Cald,dfsda0,27/01/2017,01:33:53,27/01/2017,02:04:32,27/01/2017,02:04:59,00000000
jfu02Cald,dfsda0,27/01/2017,23:51:32,28/01/2017,00:19:45,28/01/2017,00:20:12,00000000
jfu02Cald,dfsda0,27/03/2017,23:58:10,28/03/2017,00:26:08,28/03/2017,00:26:35,00000000
jfu02Cald,dfsda0,27/04/2017,01:25:02,27/04/2017,01:38:14,27/04/2017,01:38:23,00000000
jfu02Cald,dfsda0,28/02/2017,00:04:59,28/02/2017,00:32:46,28/02/2017,00:33:11,00000000
jfu02Cald,dfsda0,28/04/2017,00:34:21,28/04/2017,00:47:21,28/04/2017,00:47:32,00000000
jfu02Cald,dfsda0,29/03/2017,03:21:27,29/03/2017,03:50:38,29/03/2017,03:51:04,00000000
jfu02Cald,dfsda0,29/04/2017,01:35:45,29/04/2017,04:21:24,29/04/2017,04:21:33,00000000
jfu02Cald,dfsda0,30/01/2017,23:49:46,31/01/2017,00:19:01,31/01/2017,00:19:24,00000000
jfu02Cald,dfsda0,30/03/2017,00:08:25,30/03/2017,00:37:33,30/03/2017,00:38:02,00000000
jfu02Cald,dfsda0,31/03/2017,01:08:42,31/03/2017,01:40:27,31/03/2017,01:40:58,00000000
jfu03Cald,dfsha0,01/02/2017,03:32:40,01/02/2017,07:13:28,01/02/2017,07:14:06,00000000
jfu03Cald,dfsha0,01/03/2017,03:04:21,01/03/2017,06:13:22,01/03/2017,06:14:00,00000000
jfu03Cald,dfsha0,01/04/2017,02:57:17,01/04/2017,06:25:17,01/04/2017,06:25:56,00000000
jfu03Cald,dfsha0,02/02/2017,00:17:53,02/02/2017,00:56:07,02/02/2017,00:56:53,00000000
jfu03Cald,dfsha0,02/03/2017,00:25:32,02/03/2017,01:03:05,02/03/2017,01:03:43,00000000
jfu03Cald,dfsha0,03/02/2017,00:00:38,03/02/2017,00:26:22,03/02/2017,00:27:05,00000000
jfu03Cald,dfsha0,03/03/2017,00:10:02,03/03/2017,00:36:52,03/03/2017,00:37:31,00000000
jfu03Cald,dfsha0,03/05/2017,00:58:53,03/05/2017,01:15:57,03/05/2017,01:16:13,00000000
jfu03Cald,dfsha0,03/05/2017,23:20:15,03/05/2017,23:32:42,03/05/2017,23:32:59,00000000
jfu03Cald,dfsha0,04/02/2017,00:02:38,04/02/2017,00:30:01,04/02/2017,00:30:39,00000000
jfu03Cald,dfsha0,04/03/2017,00:08:21,04/03/2017,00:34:51,04/03/2017,00:35:34,00000000
jfu03Cald,dfsha0,04/04/2017,00:46:02,04/04/2017,01:26:56,04/04/2017,01:27:37,00000000
jfu03Cald,dfsha0,04/05/2017,23:11:28,04/05/2017,23:25:26,04/05/2017,23:25:43,00000000
jfu03Cald,dfsha0,05/04/2017,00:27:38,05/04/2017,00:58:03,05/04/2017,00:58:48,00000000
jfu03Cald,dfsha0,05/05/2017,23:16:29,05/05/2017,23:29:12,05/05/2017,23:29:29,00000000
jfu03Cald,dfsha0,06/04/2017,01:39:45,06/04/2017,02:12:28,06/04/2017,02:13:09,00000000
jfu03Cald,dfsha0,07/02/2017,00:51:44,07/02/2017,01:04:23,07/02/2017,01:04:56,00000000
jfu03Cald,dfsha0,07/03/2017,00:13:04,07/03/2017,00:41:35,07/03/2017,00:42:17,00000000
jfu03Cald,dfsha0,07/04/2017,00:39:35,07/04/2017,01:10:35,07/04/2017,01:11:22,00000000
jfu03Cald,dfsha0,08/02/2017,00:05:20,08/02/2017,00:32:56,08/02/2017,00:33:41,00000000
jfu03Cald,dfsha0,08/03/2017,00:03:29,08/03/2017,00:30:39,08/03/2017,00:31:28,00000000
jfu03Cald,dfsha0,08/04/2017,00:02:29,08/04/2017,00:34:39,08/04/2017,00:35:21,00000000
jfu03Cald,dfsha0,09/02/2017,01:48:39,09/02/2017,02:18:42,09/02/2017,02:19:23,00000000
jfu03Cald,dfsha0,09/02/2017,23:55:41,10/02/2017,00:22:26,10/02/2017,00:23:03,00000000
jfu03Cald,dfsha0,09/03/2017,00:00:32,09/03/2017,00:27:32,09/03/2017,00:28:13,00000000
jfu03Cald,dfsha0,09/03/2017,23:56:49,10/03/2017,00:23:38,10/03/2017,00:24:24,00000000
jfu03Cald,dfsha0,10/05/2017,01:29:57,10/05/2017,01:36:58,10/05/2017,01:37:11,00000000
jfu03Cald,dfsha0,11/01/2017,00:23:11,11/01/2017,00:37:00,11/01/2017,00:37:35,00000000
jfu03Cald,dfsha0,11/02/2017,02:08:13,11/02/2017,02:39:06,11/02/2017,02:39:51,00000000
jfu03Cald,dfsha0,11/03/2017,00:04:25,11/03/2017,00:32:53,11/03/2017,00:33:34,00000000
jfu03Cald,dfsha0,11/04/2017,00:05:11,11/04/2017,00:37:10,11/04/2017,00:38:00,00000000
jfu03Cald,dfsha0,11/05/2017,03:27:06,11/05/2017,03:39:37,11/05/2017,03:39:56,00000000
jfu03Cald,dfsha0,11/05/2017,23:11:57,11/05/2017,23:24:06,11/05/2017,23:24:25,00000000
jfu03Cald,dfsha0,12/01/2017,00:14:52,12/01/2017,00:41:45,12/01/2017,00:42:19,00000000
jfu03Cald,dfsha0,12/01/2017,23:55:39,13/01/2017,00:23:24,13/01/2017,00:24:03,00000000
jfu03Cald,dfsha0,12/04/2017,00:11:16,12/04/2017,00:40:50,12/04/2017,00:41:38,00000000
jfu03Cald,dfsha0,12/05/2017,23:11:40,12/05/2017,23:24:11,12/05/2017,23:24:28,00000000
jfu03Cald,dfsha0,13/01/2017,23:49:23,14/01/2017,00:17:36,14/01/2017,00:18:17,00000000
jfu03Cald,dfsha0,13/02/2017,23:51:45,14/02/2017,00:21:02,14/02/2017,00:21:46,00000000
jfu03Cald,dfsha0,13/04/2017,00:01:33,13/04/2017,00:31:47,13/04/2017,00:32:31,00000000
jfu03Cald,dfsha0,14/03/2017,00:02:57,14/03/2017,00:31:02,14/03/2017,00:31:46,00000000
jfu03Cald,dfsha0,14/03/2017,23:51:16,15/03/2017,00:18:23,15/03/2017,00:19:01,00000000
jfu03Cald,dfsha0,14/04/2017,00:05:27,14/04/2017,00:36:10,14/04/2017,00:37:08,00000000
jfu03Cald,dfsha0,14/04/2017,23:38:10,14/04/2017,23:55:52,14/04/2017,23:56:15,00000000
jfu03Cald,dfsha0,15/02/2017,01:14:48,15/02/2017,01:43:37,15/02/2017,01:44:14,00000000
jfu03Cald,dfsha0,15/02/2017,23:54:09,16/02/2017,00:23:26,16/02/2017,00:24:01,00000000
jfu03Cald,dfsha0,15/03/2017,23:51:42,16/03/2017,00:18:23,16/03/2017,00:19:01,00000000
jfu03Cald,dfsha0,15/05/2017,23:22:43,15/05/2017,23:38:30,15/05/2017,23:38:52,00000000
jfu03Cald,dfsha0,16/01/2017,23:53:33,17/01/2017,00:21:36,17/01/2017,00:22:15,00000000
jfu03Cald,dfsha0,16/02/2017,23:50:06,17/02/2017,00:18:36,17/02/2017,00:19:22,00000000
jfu03Cald,dfsha0,16/05/2017,23:27:39,16/05/2017,23:44:08,16/05/2017,23:44:28,00000000
jfu03Cald,dfsha0,17/03/2017,01:01:41,17/03/2017,01:28:18,17/03/2017,01:29:02,00000000
jfu03Cald,dfsha0,17/03/2017,23:48:44,18/03/2017,00:16:52,18/03/2017,00:17:34,00000000
jfu03Cald,dfsha0,17/05/2017,23:25:34,17/05/2017,23:40:45,17/05/2017,23:41:06,00000000
jfu03Cald,dfsha0,18/01/2017,00:25:04,18/01/2017,00:53:40,18/01/2017,00:54:14,00000000
jfu03Cald,dfsha0,18/01/2017,23:48:38,19/01/2017,00:16:00,19/01/2017,00:16:40,00000000
jfu03Cald,dfsha0,18/02/2017,04:55:00,18/02/2017,05:25:32,18/02/2017,05:26:13,00000000
jfu03Cald,dfsha0,18/05/2017,23:23:54,18/05/2017,23:40:09,18/05/2017,23:40:34,00000000
jfu03Cald,dfsha0,19/01/2017,23:46:29,20/01/2017,00:13:52,20/01/2017,00:14:43,00000000
jfu03Cald,dfsha0,19/04/2017,00:47:04,19/04/2017,01:04:17,19/04/2017,01:04:42,00000000
jfu03Cald,dfsha0,20/01/2017,23:47:40,21/01/2017,00:15:13,21/01/2017,00:15:55,00000000
jfu03Cald,dfsha0,20/02/2017,23:56:45,21/02/2017,00:25:30,21/02/2017,00:26:10,00000000
jfu03Cald,dfsha0,20/04/2017,01:50:25,20/04/2017,02:06:57,20/04/2017,02:07:19,00000000
jfu03Cald,dfsha0,20/04/2017,23:33:55,20/04/2017,23:49:48,20/04/2017,23:50:10,00000000
jfu03Cald,dfsha0,21/03/2017,00:04:46,21/03/2017,00:34:31,21/03/2017,00:35:11,00000000
jfu03Cald,dfsha0,21/03/2017,23:56:09,22/03/2017,00:21:52,22/03/2017,00:22:32,00000000
jfu03Cald,dfsha0,21/04/2017,23:28:32,21/04/2017,23:46:05,21/04/2017,23:46:28,00000000
jfu03Cald,dfsha0,22/02/2017,00:09:41,22/02/2017,00:35:20,22/02/2017,00:36:02,00000000
jfu03Cald,dfsha0,22/03/2017,23:58:41,23/03/2017,00:24:28,23/03/2017,00:25:06,00000000
jfu03Cald,dfsha0,23/01/2017,23:46:35,24/01/2017,00:13:20,24/01/2017,00:14:01,00000000
jfu03Cald,dfsha0,23/02/2017,02:45:14,23/02/2017,03:14:02,23/02/2017,03:14:45,00000000
jfu03Cald,dfsha0,23/02/2017,23:58:52,24/02/2017,00:25:11,24/02/2017,00:25:50,00000000
jfu03Cald,dfsha0,23/03/2017,23:56:45,24/03/2017,00:23:31,24/03/2017,00:24:12,00000000
jfu03Cald,dfsha0,24/02/2017,23:56:46,25/02/2017,00:25:07,25/02/2017,00:25:57,00000000
jfu03Cald,dfsha0,25/01/2017,00:14:17,25/01/2017,00:42:38,25/01/2017,00:43:26,00000000
jfu03Cald,dfsha0,25/01/2017,23:46:37,26/01/2017,00:13:29,26/01/2017,00:14:14,00000000
jfu03Cald,dfsha0,25/03/2017,00:04:49,25/03/2017,00:33:02,25/03/2017,00:33:40,00000000
jfu03Cald,dfsha0,25/04/2017,02:14:36,25/04/2017,02:31:43,25/04/2017,02:32:04,00000000
jfu03Cald,dfsha0,25/04/2017,23:31:57,25/04/2017,23:49:20,25/04/2017,23:49:44,00000000
jfu03Cald,dfsha0,27/01/2017,01:35:37,27/01/2017,02:04:33,27/01/2017,02:05:14,00000000
jfu03Cald,dfsha0,27/01/2017,23:53:07,28/01/2017,00:19:45,28/01/2017,00:20:30,00000000
jfu03Cald,dfsha0,27/03/2017,23:59:52,28/03/2017,00:26:08,28/03/2017,00:26:51,00000000
jfu03Cald,dfsha0,27/04/2017,01:26:05,27/04/2017,01:38:14,27/04/2017,01:38:33,00000000
jfu03Cald,dfsha0,28/02/2017,00:06:40,28/02/2017,00:32:59,28/02/2017,00:33:36,00000000
jfu03Cald,dfsha0,28/04/2017,00:35:20,28/04/2017,00:47:21,28/04/2017,00:47:41,00000000
jfu03Cald,dfsha0,29/03/2017,03:23:17,29/03/2017,03:50:45,29/03/2017,03:51:23,00000000
jfu03Cald,dfsha0,29/04/2017,01:36:52,29/04/2017,04:21:25,29/04/2017,04:21:41,00000000
jfu03Cald,dfsha0,30/01/2017,23:51:33,31/01/2017,00:19:01,31/01/2017,00:19:40,00000000
jfu03Cald,dfsha0,30/03/2017,00:10:19,30/03/2017,00:37:34,30/03/2017,00:38:18,00000000
jfu03Cald,dfsha0,31/03/2017,01:10:34,31/03/2017,01:40:28,31/03/2017,01:41:15,00000000
jfu09Cald,dfsca0,01/02/2017,03:33:00,01/02/2017,07:14:00,01/02/2017,07:15:08,00000000
jfu09Cald,dfsca0,01/03/2017,03:04:40,01/03/2017,06:13:44,01/03/2017,06:14:39,00000000
jfu09Cald,dfsca0,01/04/2017,02:57:37,01/04/2017,06:25:36,01/04/2017,06:26:43,00000000
jfu09Cald,dfsca0,02/02/2017,00:18:18,02/02/2017,00:56:28,02/02/2017,00:57:40,00000000
jfu09Cald,dfsca0,02/03/2017,00:26:06,02/03/2017,01:03:36,02/03/2017,01:04:45,00000000
jfu09Cald,dfsca0,03/02/2017,00:00:55,03/02/2017,00:26:51,03/02/2017,00:28:05,00000000
jfu09Cald,dfsca0,03/03/2017,00:10:18,03/03/2017,00:37:17,03/03/2017,00:38:25,00000000
jfu09Cald,dfsca0,03/05/2017,00:59:08,03/05/2017,01:15:58,03/05/2017,01:16:28,00000000
jfu09Cald,dfsca0,03/05/2017,23:20:25,03/05/2017,23:32:42,03/05/2017,23:33:12,00000000
jfu09Cald,dfsca0,04/02/2017,00:02:53,04/02/2017,00:30:31,04/02/2017,00:31:41,00000000
jfu09Cald,dfsca0,04/03/2017,00:08:36,04/03/2017,00:35:19,04/03/2017,00:36:37,00000000
jfu09Cald,dfsca0,04/04/2017,00:46:33,04/04/2017,01:27:18,04/04/2017,01:28:32,00000000
jfu09Cald,dfsca0,04/05/2017,23:11:39,04/05/2017,23:25:26,04/05/2017,23:25:56,00000000
jfu09Cald,dfsca0,05/04/2017,00:27:56,05/04/2017,00:58:50,05/04/2017,01:00:10,00000000
jfu09Cald,dfsca0,05/05/2017,23:16:41,05/05/2017,23:29:12,05/05/2017,23:29:43,00000000
jfu09Cald,dfsca0,06/04/2017,01:40:03,06/04/2017,02:12:56,06/04/2017,02:14:13,00000000
jfu09Cald,dfsca0,07/02/2017,00:52:01,07/02/2017,01:04:59,07/02/2017,01:06:05,00000000
jfu09Cald,dfsca0,07/03/2017,00:13:21,07/03/2017,00:42:02,07/03/2017,00:43:13,00000000
jfu09Cald,dfsca0,07/04/2017,00:39:55,07/04/2017,01:11:07,07/04/2017,01:12:27,00000000
jfu09Cald,dfsca0,08/02/2017,00:05:36,08/02/2017,00:33:29,08/02/2017,00:34:37,00000000
jfu09Cald,dfsca0,08/03/2017,00:03:45,08/03/2017,00:31:10,08/03/2017,00:32:29,00000000
jfu09Cald,dfsca0,08/04/2017,00:02:49,08/04/2017,00:35:18,08/04/2017,00:36:33,00000000
jfu09Cald,dfsca0,09/02/2017,01:48:58,09/02/2017,02:19:20,09/02/2017,02:20:25,00000000
jfu09Cald,dfsca0,09/02/2017,23:55:59,10/02/2017,00:23:00,10/02/2017,00:24:07,00000000
jfu09Cald,dfsca0,09/03/2017,00:00:49,09/03/2017,00:27:56,09/03/2017,00:29:11,00000000
jfu09Cald,dfsca0,09/03/2017,23:57:04,10/03/2017,00:24:04,10/03/2017,00:25:19,00000000
jfu09Cald,dfsca0,10/05/2017,01:30:07,10/05/2017,01:36:59,10/05/2017,01:37:29,00000000
jfu09Cald,dfsca0,11/01/2017,00:23:29,11/01/2017,00:37:25,11/01/2017,00:38:33,00000000
jfu09Cald,dfsca0,11/02/2017,02:08:32,11/02/2017,02:39:48,11/02/2017,02:41:02,00000000
jfu09Cald,dfsca0,11/03/2017,00:04:46,11/03/2017,00:33:19,11/03/2017,00:34:32,00000000
jfu09Cald,dfsca0,11/04/2017,00:05:28,11/04/2017,00:37:43,11/04/2017,00:39:04,00000000
jfu09Cald,dfsca0,11/05/2017,03:27:16,11/05/2017,03:39:37,11/05/2017,03:40:08,00000000
jfu09Cald,dfsca0,11/05/2017,23:12:09,11/05/2017,23:24:07,11/05/2017,23:24:38,00000000
jfu09Cald,dfsca0,12/01/2017,00:15:07,12/01/2017,00:42:12,12/01/2017,00:43:20,00000000
jfu09Cald,dfsca0,12/01/2017,23:55:57,13/01/2017,00:23:57,13/01/2017,00:25:09,00000000
jfu09Cald,dfsca0,12/04/2017,00:11:34,12/04/2017,00:41:17,12/04/2017,00:42:35,00000000
jfu09Cald,dfsca0,12/05/2017,23:11:50,12/05/2017,23:24:11,12/05/2017,23:24:41,00000000
jfu09Cald,dfsca0,13/01/2017,23:49:40,14/01/2017,00:18:11,14/01/2017,00:19:20,00000000
jfu09Cald,dfsca0,13/02/2017,23:52:03,14/02/2017,00:21:41,14/02/2017,00:22:54,00000000
jfu09Cald,dfsca0,13/04/2017,00:01:53,13/04/2017,00:32:15,13/04/2017,00:33:29,00000000
jfu09Cald,dfsca0,14/03/2017,00:03:11,14/03/2017,00:31:28,14/03/2017,00:32:37,00000000
jfu09Cald,dfsca0,14/03/2017,23:51:30,15/03/2017,00:18:46,15/03/2017,00:19:54,00000000
jfu09Cald,dfsca0,14/04/2017,00:05:49,14/04/2017,00:36:45,14/04/2017,00:38:05,00000000
jfu09Cald,dfsca0,14/04/2017,23:38:19,14/04/2017,23:56:05,14/04/2017,23:56:42,00000000
jfu09Cald,dfsca0,15/02/2017,01:15:05,15/02/2017,01:44:01,15/02/2017,01:45:16,00000000
jfu09Cald,dfsca0,15/02/2017,23:54:28,16/02/2017,00:23:48,16/02/2017,00:25:00,00000000
jfu09Cald,dfsca0,15/03/2017,23:52:00,16/03/2017,00:18:50,16/03/2017,00:20:04,00000000
jfu09Cald,dfsca0,15/05/2017,23:22:55,15/05/2017,23:38:31,15/05/2017,23:39:09,00000000
jfu09Cald,dfsca0,16/01/2017,23:53:51,17/01/2017,00:22:12,17/01/2017,00:23:20,00000000
jfu09Cald,dfsca0,16/02/2017,23:50:24,17/02/2017,00:19:06,17/02/2017,00:20:18,00000000
jfu09Cald,dfsca0,16/05/2017,23:27:51,16/05/2017,23:44:08,16/05/2017,23:44:44,00000000
jfu09Cald,dfsca0,17/03/2017,01:01:58,17/03/2017,01:28:40,17/03/2017,01:29:55,00000000
jfu09Cald,dfsca0,17/03/2017,23:49:01,18/03/2017,00:17:14,18/03/2017,00:18:24,00000000
jfu09Cald,dfsca0,17/05/2017,23:25:44,17/05/2017,23:40:45,17/05/2017,23:41:24,00000000
jfu09Cald,dfsca0,18/01/2017,00:25:21,18/01/2017,00:54:04,18/01/2017,00:55:12,00000000
jfu09Cald,dfsca0,18/01/2017,23:48:53,19/01/2017,00:16:44,19/01/2017,00:17:50,00000000
jfu09Cald,dfsca0,18/02/2017,04:55:19,18/02/2017,05:26:01,18/02/2017,05:27:08,00000000
jfu09Cald,dfsca0,18/05/2017,23:24:06,18/05/2017,23:40:09,18/05/2017,23:40:46,00000000
jfu09Cald,dfsca0,19/01/2017,23:46:47,20/01/2017,00:14:23,20/01/2017,00:15:40,00000000
jfu09Cald,dfsca0,19/04/2017,00:47:12,19/04/2017,01:04:31,19/04/2017,01:05:10,00000000
jfu09Cald,dfsca0,20/01/2017,23:47:57,21/01/2017,00:15:37,21/01/2017,00:17:05,00000000
jfu09Cald,dfsca0,20/02/2017,23:57:03,21/02/2017,00:25:57,21/02/2017,00:27:09,00000000
jfu09Cald,dfsca0,20/04/2017,01:50:33,20/04/2017,02:07:09,20/04/2017,02:07:47,00000000
jfu09Cald,dfsca0,20/04/2017,23:34:04,20/04/2017,23:50:01,20/04/2017,23:50:38,00000000
jfu09Cald,dfsca0,21/03/2017,00:05:00,21/03/2017,00:34:53,21/03/2017,00:36:15,00000000
jfu09Cald,dfsca0,21/03/2017,23:56:28,22/03/2017,00:22:11,22/03/2017,00:23:29,00000000
jfu09Cald,dfsca0,21/04/2017,23:28:41,21/04/2017,23:46:21,21/04/2017,23:46:59,00000000
jfu09Cald,dfsca0,22/02/2017,00:09:59,22/02/2017,00:35:46,22/02/2017,00:37:00,00000000
jfu09Cald,dfsca0,22/03/2017,23:58:57,23/03/2017,00:24:47,23/03/2017,00:25:59,00000000
jfu09Cald,dfsca0,23/01/2017,23:46:52,24/01/2017,00:13:42,24/01/2017,00:14:52,00000000
jfu09Cald,dfsca0,23/02/2017,02:45:32,23/02/2017,03:14:26,23/02/2017,03:15:41,00000000
jfu09Cald,dfsca0,23/02/2017,23:59:09,24/02/2017,00:25:40,24/02/2017,00:26:48,00000000
jfu09Cald,dfsca0,23/03/2017,23:57:02,24/03/2017,00:23:51,24/03/2017,00:25:10,00000000
jfu09Cald,dfsca0,24/02/2017,23:57:04,25/02/2017,00:25:37,25/02/2017,00:26:49,00000000
jfu09Cald,dfsca0,25/01/2017,00:14:34,25/01/2017,00:43:08,25/01/2017,00:44:21,00000000
jfu09Cald,dfsca0,25/01/2017,23:46:55,26/01/2017,00:13:58,26/01/2017,00:15:10,00000000
jfu09Cald,dfsca0,25/03/2017,00:05:05,25/03/2017,00:33:19,25/03/2017,00:34:30,00000000
jfu09Cald,dfsca0,25/04/2017,02:14:45,25/04/2017,02:31:43,25/04/2017,02:32:19,00000000
jfu09Cald,dfsca0,25/04/2017,23:32:05,25/04/2017,23:49:20,25/04/2017,23:49:58,00000000
jfu09Cald,dfsca0,27/01/2017,01:35:57,27/01/2017,02:04:57,27/01/2017,02:06:12,00000000
jfu09Cald,dfsca0,27/01/2017,23:53:26,28/01/2017,00:20:16,28/01/2017,00:21:37,00000000
jfu09Cald,dfsca0,27/04/2017,01:26:17,27/04/2017,01:38:14,27/04/2017,01:38:46,00000000
jfu09Cald,dfsca0,28/02/2017,00:06:55,28/02/2017,00:33:15,28/02/2017,00:34:29,00000000
