MIDDLE_OFFICE/ARC_MOF_ARCOLE_1/MOF_ARCOLE;smapx251;vp_ares;27/07/2010 20:54;27/07/2010 21:10;00:15:58;TERMINE
MIDDLE_OFFICE/ARC_MOF_ARCOLE_1/CONTROL_ECRITURE;imapora2;vp_ares;27/07/2010 21:10;27/07/2010 21:11;00:01:06;TERMINE
MIDDLE_OFFICE/MOF_PREFAC_REGUL/mof_deflag_c16;smapx251;vp_ares;27/07/2010 21:11;27/07/2010 21:15;00:04:34;TERMINE
MIDDLE_OFFICE/MOF_PREFAC_REGUL/prefac_regul;imapora2;vp_ares;27/07/2010 21:15;27/07/2010 21:40;00:24:32;TERMINE
MIDDLE_OFFICE/ARC_MOF_ARCOLE_2/MOF_ARCOLE;smapx251;vp_ares;27/07/2010 21:40;27/07/2010 21:55;00:15:25;TERMINE
MIDDLE_OFFICE/ARC_MOF_ARCOLE_2/CONTROL_ECRITURE;imapora2;vp_ares;27/07/2010 21:55;27/07/2010 21:56;00:00:40;TERMINE
MIDDLE_OFFICE/MOF_CTRL_EQUILIB/CTRL_EQUILIBRE;imapora2;vp_ares;27/07/2010 21:56;27/07/2010 21:56;00:00:30;TERMINE
MIDDLE_OFFICE/MOF_CTRL_EQUILIB/INSERT_ECRITURE;imapora2;vp_ares;27/07/2010 21:56;27/07/2010 22:01;00:04:44;TERMINE
MIDDLE_OFFICE/MOF_C16TOBASEWAR/GENERE_RETOUR;imapora2;vp_mof;27/07/2010 22:01;27/07/2010 22:10;00:08:53;TERMINE
MIDDLE_OFFICE/MOF_C16TOBASEWAR/PURGE_FICHIER;imapora2;vp_mof;27/07/2010 22:10;27/07/2010 22:10;00:00:05;TERMINE
MIDDLE_OFFICE/MOF_RETOUR_FACT/RETOUR_FACTURE;smapx251;vp_ares;27/07/2010 22:01;27/07/2010 22:04;00:03:00;TERMINE
MIDDLE_OFFICE/MOF_RETOUR_FACT/MOF_MV_FICH;hmapora2;vp_ares;27/07/2010 22:04;27/07/2010 22:04;00:00:02;TERMINE
MIDDLE_OFFICE/RETOUR_FACTURE/Integ_Prestation;KMAFPSIB2;vp_mof;27/07/2010 22:04;27/07/2010 22:05;00:01:11;TERMINE
MIDDLE_OFFICE/MOF_RETOUR_REG/RETOUR_REGLEMENT;smapx251;vp_ares;27/07/2010 22:04;27/07/2010 22:13;00:09:01;TERMINE
MIDDLE_OFFICE/MOF_RETOUR_REG/MOF_MV_FICH;hmapora2;vp_ares;27/07/2010 22:13;27/07/2010 22:13;00:00:02;TERMINE
MIDDLE_OFFICE/RETOUR_REGLEMENT/Integration_regl;KMAFPSIB2;vp_aida;27/07/2010 22:13;27/07/2010 22:19;00:05:29;TERMINE
MIDDLE_OFFICE/SAUVE_RETOUR/sauve_retass;hmapora2;vp_aida;27/07/2010 22:19;27/07/2010 22:19;00:00:05;TERMINE
